Date,ticker,ret,volume,market_ret,sent_firm,sent_macro,ret_lag1,sent_firm_lag1,sent_macro_lag1,market_ret_lag1,volume_lag1,sent_firm_lag2,vol_norm,sent_x_vol,ret_lag2,ret_lag3,D.ret,D.ret_lag1,D.sent_firm_lag1,D.sent_macro_lag1,D.market_ret_lag1,D.volume_lag1
2025-01-03,ACB,-0.0197244002975129,25634673,-0.0137105832385075,0.9890389442443848,0.0955573829015096,,,,,,,,0.0,,,,,,,,
2025-01-06,ACB,-0.0120243365445532,18844613,-0.0064921240790117,-0.9874441822369894,0.21106230157117048,-0.0197244002975129,0.9890389442443848,0.0955573829015096,-0.0137105832385075,25634673.0,,1.6532246143079672,1.635103527133982,,,0.0077000637529597,,,,,
2025-01-07,ACB,0.008032205079849,5775479,-0.0004343105388571,0.07239162176847462,0.20820155601168788,-0.0120243365445532,-0.9874441822369894,0.21106230157117048,-0.0064921240790117,18844613.0,0.9890389442443848,1.2153218439224056,-1.2000624843267098,-0.0197244002975129,,0.0200565416244022,0.0077000637529597,-1.9764831264813743,0.11550491866966088,0.0072184591594958,-6790060.0
2025-01-08,ACB,0.0,5200467,-0.0004344992464621,-0.4448680119080977,-0.014263992839389377,0.008032205079849,0.07239162176847462,0.20820155601168788,-0.0004343105388571,5775479.0,-0.9874441822369894,0.37247067837451114,0.02696375646873477,-0.0120243365445532,-0.0197244002975129,-0.008032205079849,0.0200565416244022,1.059835804005464,-0.002860745559482597,0.0060578135401546,-13069134.0
2025-01-09,ACB,-0.0020020109661449,4443979,-0.0004346881181247,0.0,-0.07828614453679507,0.0,-0.4448680119080977,-0.014263992839389377,-0.0004344992464621,5200467.0,0.07239162176847462,0.3353871551354024,-0.14920301692459922,0.008032205079849,-0.0120243365445532,-0.0020020109661449,-0.008032205079849,-0.5172596336765724,-0.22246554885107725,-1.8870760500001773e-07,-575012.0
2025-01-10,ACB,-0.0100705253238879,5417561,-0.0140107370695983,-0.0038650035858154666,0.014019034459040715,-0.0020020109661449,0.0,-0.07828614453679507,-0.0004346881181247,4443979.0,-0.4448680119080977,0.28659992925471317,0.0,0.0,0.008032205079849,-0.008068514357742999,-0.0020020109661449,0.4448680119080977,-0.06402215169740569,-1.8887166259998808e-07,-756488.0
2025-01-13,ACB,0.0020221586240009,5459671,0.0008814456278056,0.4899030029773712,0.17322582786991483,-0.0100705253238879,-0.0038650035858154666,0.014019034459040715,-0.0140107370695983,5417561.0,0.0,0.34938792450033923,-0.0013503855810344347,-0.0020020109661449,0.0,0.012092683947888799,-0.008068514357742999,-0.0038650035858154666,0.09230517899583579,-0.0135760489514736,973582.0
2025-01-14,ACB,-0.0040485100744991,6083421,-0.0044150182091168,0.0,-0.09144910495905648,0.0020221586240009,0.4899030029773712,0.17322582786991483,0.0008814456278056,5459671.0,-0.0038650035858154666,0.35210367158665895,0.1724966460696623,-0.0100705253238879,-0.0020020109661449,-0.0060706686985000004,0.012092683947888799,0.4937680065631867,0.15920679341087413,0.0148921826974039,42110.0
2025-01-15,ACB,0.0100908497187332,8538913,0.0061755820441498,0.0,-0.03752747653187185,-0.0040485100744991,0.0,-0.09144910495905648,-0.0044150182091168,6083421.0,0.4899030029773712,0.392330393151416,0.0,0.0020221586240009,-0.0100705253238879,0.0141393597932323,-0.0060706686985000004,-0.4899030029773712,-0.2646749328289713,-0.0052964638369224,623750.0
2025-01-16,ACB,-0.0020100592903275,5756348,0.0013183917532582,0.0,0.06220445781946182,0.0100908497187332,0.0,-0.03752747653187185,0.0061755820441498,8538913.0,0.0,0.5506893398263472,0.0,-0.0040485100744991,0.0020221586240009,-0.0121009090090607,0.0141393597932323,0.0,0.05392162842718463,0.0105906002532666,2455492.0
